Attack,Host,Run,Mode,Power (W),Attack Type,Measurement,Timestamp,Current (A),Voltage (V),Voltage Adjusted (V)
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.57,Cryptojacking,ACS712,02:57:50.285,0.51,2.47,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.09,Cryptojacking,ACS712,02:57:51.286,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.84,Cryptojacking,ACS712,02:57:52.282,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,3.55,Cryptojacking,ACS712,02:57:53.282,0.71,2.49,0.07
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:57:54.283,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.57,Cryptojacking,ACS712,02:57:55.287,0.51,2.47,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:57:56.302,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.84,Cryptojacking,ACS712,02:57:57.309,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:57:58.283,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.57,Cryptojacking,ACS712,02:57:59.292,0.51,2.47,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.57,Cryptojacking,ACS712,02:58:00.303,0.51,2.47,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.84,Cryptojacking,ACS712,02:58:01.307,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.57,Cryptojacking,ACS712,02:58:02.313,0.51,2.47,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:58:03.284,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.09,Cryptojacking,ACS712,02:58:04.292,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:58:05.297,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.57,Cryptojacking,ACS712,02:58:06.296,0.51,2.47,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:58:07.305,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.82,Cryptojacking,ACS712,02:58:08.304,0.56,2.47,0.06
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.57,Cryptojacking,ACS712,02:58:09.311,0.51,2.47,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.57,Cryptojacking,ACS712,02:58:10.315,0.51,2.47,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.57,Cryptojacking,ACS712,02:58:11.319,0.51,2.47,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:58:12.294,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:58:13.294,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.82,Cryptojacking,ACS712,02:58:14.305,0.56,2.47,0.06
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.57,Cryptojacking,ACS712,02:58:15.299,0.51,2.47,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.09,Cryptojacking,ACS712,02:58:16.307,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:58:17.308,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:58:18.307,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.57,Cryptojacking,ACS712,02:58:19.311,0.51,2.47,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.09,Cryptojacking,ACS712,02:58:20.318,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.57,Cryptojacking,ACS712,02:58:21.294,0.51,2.47,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.57,Cryptojacking,ACS712,02:58:22.301,0.51,2.47,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.57,Cryptojacking,ACS712,02:58:23.312,0.51,2.47,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.84,Cryptojacking,ACS712,02:58:24.325,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.09,Cryptojacking,ACS712,02:58:25.298,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:58:26.301,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:58:27.308,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.09,Cryptojacking,ACS712,02:58:28.314,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:58:29.317,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:58:30.320,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:58:31.322,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.6,Cryptojacking,ACS712,02:58:32.300,0.32,2.45,0.03
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:58:33.313,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.57,Cryptojacking,ACS712,02:58:34.318,0.51,2.47,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.57,Cryptojacking,ACS712,02:58:35.323,0.51,2.47,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.09,Cryptojacking,ACS712,02:58:36.328,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.57,Cryptojacking,ACS712,02:58:37.324,0.51,2.47,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:58:38.333,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,3.31,Cryptojacking,ACS712,02:58:39.335,0.66,2.48,0.07
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.84,Cryptojacking,ACS712,02:58:40.307,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.84,Cryptojacking,ACS712,02:58:41.307,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.09,Cryptojacking,ACS712,02:58:42.324,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.82,Cryptojacking,ACS712,02:58:43.328,0.56,2.47,0.06
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.84,Cryptojacking,ACS712,02:58:44.336,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.09,Cryptojacking,ACS712,02:58:45.314,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.09,Cryptojacking,ACS712,02:58:46.316,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.09,Cryptojacking,ACS712,02:58:47.330,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.09,Cryptojacking,ACS712,02:58:48.329,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,3.06,Cryptojacking,ACS712,02:58:49.336,0.61,2.48,0.06
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.09,Cryptojacking,ACS712,02:58:50.342,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.09,Cryptojacking,ACS712,02:58:51.337,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.09,Cryptojacking,ACS712,02:58:52.344,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.09,Cryptojacking,ACS712,02:58:53.348,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:58:54.322,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.84,Cryptojacking,ACS712,02:58:55.324,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.84,Cryptojacking,ACS712,02:58:56.328,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.6,Cryptojacking,ACS712,02:58:57.335,0.32,2.45,0.03
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.09,Cryptojacking,ACS712,02:58:58.341,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,3.06,Cryptojacking,ACS712,02:58:59.339,0.61,2.48,0.06
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.6,Cryptojacking,ACS712,02:59:00.341,0.32,2.45,0.03
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.57,Cryptojacking,ACS712,02:59:01.345,0.51,2.47,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.84,Cryptojacking,ACS712,02:59:02.320,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.6,Cryptojacking,ACS712,02:59:03.327,0.32,2.45,0.03
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.82,Cryptojacking,ACS712,02:59:04.337,0.56,2.47,0.06
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.84,Cryptojacking,ACS712,02:59:05.350,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.84,Cryptojacking,ACS712,02:59:06.327,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.09,Cryptojacking,ACS712,02:59:07.329,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.84,Cryptojacking,ACS712,02:59:08.335,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,3.31,Cryptojacking,ACS712,02:59:09.337,0.66,2.48,0.07
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.84,Cryptojacking,ACS712,02:59:10.347,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.84,Cryptojacking,ACS712,02:59:11.349,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.84,Cryptojacking,ACS712,02:59:12.358,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.6,Cryptojacking,ACS712,02:59:13.328,0.32,2.45,0.03
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.6,Cryptojacking,ACS712,02:59:14.333,0.32,2.45,0.03
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.6,Cryptojacking,ACS712,02:59:15.338,0.32,2.45,0.03
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.84,Cryptojacking,ACS712,02:59:16.341,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.84,Cryptojacking,ACS712,02:59:17.348,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.84,Cryptojacking,ACS712,02:59:18.356,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.84,Cryptojacking,ACS712,02:59:19.331,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.6,Cryptojacking,ACS712,02:59:20.332,0.32,2.45,0.03
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.6,Cryptojacking,ACS712,02:59:21.335,0.32,2.45,0.03
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.35,Cryptojacking,ACS712,02:59:22.336,0.27,2.44,0.03
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.84,Cryptojacking,ACS712,02:59:23.340,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,0.86,Cryptojacking,ACS712,02:59:24.347,0.17,2.43,0.02
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.6,Cryptojacking,ACS712,02:59:25.357,0.32,2.45,0.03
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.09,Cryptojacking,ACS712,02:59:26.365,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.09,Cryptojacking,ACS712,02:59:27.370,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.84,Cryptojacking,ACS712,02:59:28.346,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.09,Cryptojacking,ACS712,02:59:29.355,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.6,Cryptojacking,ACS712,02:59:30.363,0.32,2.45,0.03
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:59:31.366,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.84,Cryptojacking,ACS712,02:59:32.367,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.84,Cryptojacking,ACS712,02:59:33.347,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.09,Cryptojacking,ACS712,02:59:34.350,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.11,Cryptojacking,ACS712,02:59:35.355,0.22,2.44,0.02
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.6,Cryptojacking,ACS712,02:59:36.358,0.32,2.45,0.03
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.09,Cryptojacking,ACS712,02:59:37.363,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.6,Cryptojacking,ACS712,02:59:38.376,0.32,2.45,0.03
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.35,Cryptojacking,ACS712,02:59:39.346,0.27,2.44,0.03
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.35,Cryptojacking,ACS712,02:59:40.358,0.27,2.44,0.03
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,0.86,Cryptojacking,ACS712,02:59:41.364,0.17,2.43,0.02
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.35,Cryptojacking,ACS712,02:59:42.375,0.27,2.44,0.03
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.84,Cryptojacking,ACS712,02:59:43.349,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.11,Cryptojacking,ACS712,02:59:44.355,0.22,2.44,0.02
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.6,Cryptojacking,ACS712,02:59:45.361,0.32,2.45,0.03
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.6,Cryptojacking,ACS712,02:59:46.368,0.32,2.45,0.03
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.11,Cryptojacking,ACS712,02:59:47.373,0.22,2.44,0.02
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.09,Cryptojacking,ACS712,02:59:48.352,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.6,Cryptojacking,ACS712,02:59:49.356,0.32,2.45,0.03
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.6,Cryptojacking,ACS712,02:59:50.363,0.32,2.45,0.03
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.35,Cryptojacking,ACS712,02:59:51.364,0.27,2.44,0.03
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.6,Cryptojacking,ACS712,02:59:52.358,0.32,2.45,0.03
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.84,Cryptojacking,ACS712,02:59:53.364,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.35,Cryptojacking,ACS712,02:59:54.369,0.27,2.44,0.03
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.6,Cryptojacking,ACS712,02:59:55.373,0.32,2.45,0.03
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.84,Cryptojacking,ACS712,02:59:56.372,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.6,Cryptojacking,ACS712,02:59:57.382,0.32,2.45,0.03
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.84,Cryptojacking,ACS712,02:59:58.357,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.6,Cryptojacking,ACS712,02:59:59.368,0.32,2.45,0.03
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.84,Cryptojacking,ACS712,03:00:00.370,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.11,Cryptojacking,ACS712,03:00:01.373,0.22,2.44,0.02
